date,source,source_group,tipo,pronostico,quota,probabilita_stimata,prob_calibrata,stake_old,stake_new,edge_new,low_value,esito,pl,pl_old,pl_new,delta_pl
2026-02-28,A,A,GOL,Under 2.5,1.57,60.4,62.5,6,1,-1.87,True,True,0.57,3.42,0.57,-2.85
2026-02-28,C_combo96,C-derivati,DOPPIA_CHANCE,X2,1.67,72.0,51.11,8,1,-14.65,True,True,1.34,10.72,1.34,-9.38
2026-02-28,C,C,SEGNO,1,1.62,60.0,60.61,8,1,-1.81,True,True,0.62,4.96,0.62,-4.34
2026-02-28,C,C,GOL,Over 3.5,1.8,64.0,55.32,4,1,-0.42,True,True,1.6,6.4,1.6,-4.800000000000001
2026-02-28,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.59,46.0,57.61,5,1,-8.4,True,True,0.59,2.9499999999999997,0.59,-2.36
2026-02-28,A+S,A+S,GOL,Over 2.5,1.55,64.9,66.38,8,1,2.89,False,True,0.55,4.4,0.55,-3.8500000000000005
2026-02-28,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.38,45.0,57.61,5,1,-20.5,True,True,0.38,1.9,0.38,-1.52
2026-02-28,C,C,GOL,Goal,1.8,69.0,55.32,7,1,-0.42,True,True,2.4,16.8,2.4,-14.4
2026-02-28,A_mg,Altro,GOL,MG 2-3,1.87,47.0,40.48,4,1,-24.31,True,False,-1.0,-4.0,-1.0,3.0
2026-02-28,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.56,54.0,70.77,2,5,10.4,False,False,-1.0,-2.0,-5.0,-3.0
2026-02-28,A+S,A+S,GOL,Over 2.5,1.65,58.4,61.32,6,1,1.18,False,True,0.65,3.9000000000000004,0.65,-3.2500000000000004
2026-02-28,A,A,GOL,Under 2.5,1.65,60.8,62.5,6,1,3.12,False,False,-1.0,-6.0,-1.0,5.0
2026-02-28,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.64,52.0,70.77,7,6,16.06,False,False,-1.0,-7.0,-6.0,1.0
2026-02-28,C,C,SEGNO,1,1.8,81.0,67.35,10,7,21.23,False,True,4.8,48.0,33.6,-14.399999999999999
2026-02-28,C,C,GOL,Goal,1.5,79.0,69.86,8,2,4.79,False,True,2.0,16.0,4.0,-12.0
2026-02-28,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.65,60.0,63.64,8,2,5.01,False,False,-1.0,-8.0,-2.0,6.0
2026-02-28,A+S,A+S,DOPPIA_CHANCE,1X,1.37,53.0,84.17,6,10,15.31,False,False,-1.0,-6.0,-10.0,-4.0
2026-02-28,C_screm,C-derivati,DOPPIA_CHANCE,1X,1.65,46.0,57.61,5,1,-4.94,True,True,0.65,3.25,0.65,-2.6
2026-02-28,A+S,A+S,GOL,Over 2.5,1.5,74.0,70.21,4,3,5.32,False,True,2.5,10.0,7.5,-2.5
2026-02-28,C,C,SEGNO,2,1.6,91.0,67.35,10,3,7.76,False,True,5.4,54.0,16.200000000000003,-37.8
2026-02-28,A_mg,Altro,GOL,MG 2-4,1.43,61.4,71.66,4,1,2.48,False,True,0.43,1.72,0.43,-1.29
2026-02-28,A+S,A+S,DOPPIA_CHANCE,X2,1.41,54.3,84.17,6,10,18.68,False,True,0.41,2.46,4.1,1.6399999999999997
2026-02-28,C,C,SEGNO,1,1.56,42.0,42.86,1,1,-33.14,True,False,-1.0,-1.0,-1.0,0.0
2026-02-28,A+S,A+S,GOL,Over 2.5,1.55,70.0,70.21,8,4,8.83,False,False,-4.0,-32.0,-16.0,16.0
2026-02-28,C_screm,C-derivati,DOPPIA_CHANCE,1X,1.58,48.0,57.61,4,1,-8.98,True,False,-1.0,-4.0,-1.0,3.0
2026-02-28,A+S,A+S,GOL,Over 1.5,1.35,62.8,66.38,5,1,-10.39,True,True,0.35,1.75,0.35,-1.4
2026-03-01,C_screm,C-derivati,GOL,Over 1.5,1.37,61.0,64.81,2,1,-11.21,True,True,0.37,0.74,0.37,-0.37
2026-03-01,C,C,SEGNO,1,2.05,51.0,60.55,7,6,24.13,False,True,1.05,7.3500000000000005,6.300000000000001,-1.0499999999999998
2026-03-01,A+S,A+S,GOL,Over 2.5,1.55,54.1,61.32,3,1,-4.95,True,False,-1.0,-3.0,-1.0,2.0
2026-03-01,A+S,A+S,GOL,Over 2.5,1.57,58.5,61.32,3,1,-3.73,True,False,-1.0,-3.0,-1.0,2.0
2026-03-01,A+S_mg,A+S,GOL,MG 1-2,1.56,56.5,61.32,8,1,-4.34,True,False,-1.0,-8.0,-1.0,7.0
2026-03-01,C,C,SEGNO,2,3.9,49.0,42.86,4,6,67.15,False,False,-3.0,-12.0,-18.0,-6.0
2026-03-01,A,A,GOL,Under 2.5,1.5,54.6,63.16,7,1,-5.26,True,True,0.5,3.5,0.5,-3.0
2026-03-01,C,C,SEGNO,1,1.57,65.0,60.61,6,1,-4.84,True,True,0.57,3.42,0.57,-2.85
2026-03-01,C_mg,C-derivati,GOL,MG 2-3,1.88,46.7,63.5,2,6,19.37,False,True,0.88,1.76,5.28,3.5200000000000005
2026-03-01,A_mg,Altro,GOL,MG 2-3,1.87,47.0,40.48,7,1,-24.31,True,False,-1.0,-7.0,-1.0,6.0
2026-03-01,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.82,49.0,57.61,4,1,4.85,False,False,-1.0,-4.0,-1.0,3.0
2026-03-01,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.5,45.0,57.61,5,1,-13.59,True,True,0.5,2.5,0.5,-2.0
2026-03-01,C_screm,C-derivati,DOPPIA_CHANCE,1X,1.55,62.0,63.64,8,1,-1.36,True,True,0.55,4.4,0.55,-3.8500000000000005
2026-03-01,C,C,SEGNO,2,1.83,74.0,57.89,8,2,5.94,False,True,4.15,33.2,8.3,-24.900000000000002
2026-03-01,C,C,SEGNO,1,1.6,58.0,60.55,10,1,-3.12,True,True,0.6,6.0,0.6,-5.4
2026-03-01,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.37,41.0,57.61,3,1,-21.07,True,True,0.37,1.1099999999999999,0.37,-0.7399999999999999
2026-03-01,A+S,A+S,GOL,Over 2.5,1.55,56.6,61.32,3,1,-4.95,True,True,0.55,1.6500000000000001,0.55,-1.1
2026-03-01,A+S,A+S,GOL,Over 2.5,1.65,68.8,66.38,5,4,9.53,False,False,-5.0,-25.0,-20.0,5.0
2026-03-01,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.64,61.0,63.64,8,2,4.37,False,True,0.64,5.12,1.28,-3.84
2026-03-01,A+S,A+S,GOL,Over 2.5,1.6,56.4,61.32,4,1,-1.89,True,True,0.6,2.4,0.6,-1.7999999999999998
2026-03-01,C_screm,C-derivati,GOL,Over 1.5,1.35,46.0,63.5,5,1,-14.28,True,True,0.35,1.75,0.35,-1.4
2026-03-01,A_mg,Altro,GOL,MG 2-3,1.87,47.0,40.48,3,1,-24.31,True,False,-1.0,-3.0,-1.0,2.0
2026-03-01,A+S,A+S,GOL,Over 2.5,1.53,54.0,61.32,4,1,-6.18,True,True,0.53,2.12,0.53,-1.59
2026-03-01,C,C,SEGNO,1,1.87,87.0,67.35,8,7,25.94,False,True,6.96,55.68,48.72,-6.960000000000001
2026-03-01,C,C,SEGNO,1,1.62,51.0,60.55,7,1,-1.91,True,False,-1.0,-7.0,-1.0,6.0
2026-03-01,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.57,48.0,57.61,4,1,-9.55,True,True,0.57,2.28,0.57,-1.71
2026-03-01,C_mg,C-derivati,GOL,MG 2-4,1.43,61.6,64.81,4,1,-7.32,True,True,0.43,1.72,0.43,-1.29
2026-03-01,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.46,43.0,57.61,1,1,-15.89,True,False,-1.0,-1.0,-1.0,0.0
2026-03-01,C,C,GOL,Goal,2.05,72.0,69.86,6,10,43.21,False,True,5.25,31.5,52.5,21.0
2026-03-01,A+S,A+S,GOL,Over 2.5,1.5,62.1,66.38,7,1,-0.43,True,False,-1.0,-7.0,-1.0,6.0
2026-03-01,C_screm,C-derivati,GOL,Over 1.5,1.48,55.0,70.13,1,2,3.79,False,True,0.48,0.48,0.96,0.48
2026-03-01,C,C,SEGNO,1,2.0,65.0,60.61,6,5,21.22,False,False,-3.0,-18.0,-15.0,3.0
2026-03-01,C,C,GOL,Goal,1.47,71.0,69.86,7,1,2.69,False,True,0.47,3.29,0.47,-2.8200000000000003
2026-03-01,A,A,GOL,Under 2.5,1.4,74.3,84.56,8,10,18.39,False,True,1.2,9.6,12.0,2.4000000000000004
2026-03-01,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.67,48.0,57.61,4,1,-3.79,True,True,0.67,2.68,0.67,-2.0100000000000002
2026-03-01,C_screm,C-derivati,GOL,Over 1.5,1.35,51.0,70.13,9,1,-5.32,True,True,0.35,3.15,0.35,-2.8
2026-03-01,A,A,GOL,Under 2.5,2.25,55.3,63.16,3,8,42.11,False,False,-5.0,-15.0,-40.0,-25.0
2026-03-01,C,C,GOL,Goal,1.55,69.0,55.32,7,1,-14.25,True,False,-1.0,-7.0,-1.0,6.0
2026-03-01,A_mg,Altro,GOL,MG 2-3,1.88,46.8,40.48,3,1,-23.91,True,False,-1.0,-3.0,-1.0,2.0
2026-03-01,A,A,GOL,Under 2.5,1.55,65.3,62.5,8,1,-3.12,True,False,-1.0,-8.0,-1.0,7.0
2026-03-01,C,C,SEGNO,1,2.0,74.0,57.89,8,4,15.78,False,True,5.0,40.0,20.0,-20.0
2026-03-01,C,C,GOL,Goal,2.05,83.0,61.08,4,6,25.21,False,True,8.4,33.6,50.400000000000006,16.800000000000004
2026-03-01,C,C,GOL,Goal,1.77,67.0,55.32,3,1,-2.08,True,False,-3.0,-9.0,-3.0,6.0
2026-03-01,C,C,SEGNO,2,1.53,62.0,60.61,8,1,-7.27,True,True,0.53,4.24,0.53,-3.71
2026-03-01,A+S,A+S,GOL,Over 2.5,1.37,74.0,70.21,4,1,-3.81,True,True,0.37,1.48,0.37,-1.1099999999999999
2026-03-01,C,C,SEGNO,2,2.0,85.0,67.35,10,9,34.7,False,True,8.0,80.0,72.0,-8.0
2026-03-01,A,A,GOL,Under 2.5,1.47,53.2,63.16,3,1,-7.15,True,True,0.47,1.41,0.47,-0.94
2026-03-01,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.77,72.0,51.11,8,1,-9.54,True,False,-1.0,-8.0,-1.0,7.0
2026-03-01,C_screm,C-derivati,GOL,Over 1.5,1.4,54.0,70.13,1,1,-1.82,True,False,-1.0,-1.0,-1.0,0.0
2026-03-01,A+S,A+S,GOL,Over 2.5,1.5,71.1,70.21,5,3,5.32,False,True,1.5,7.5,4.5,-3.0
2026-03-01,A,A,GOL,Under 2.5,1.55,70.3,84.56,4,10,31.07,False,True,2.2,8.8,22.0,13.2
2026-03-01,C_mg,C-derivati,GOL,MG 1-2,1.62,54.5,70.13,2,5,13.61,False,True,0.62,1.24,3.1,1.86
2026-03-01,C_screm,C-derivati,GOL,Over 1.5,1.43,44.0,63.5,10,1,-9.2,True,True,0.43,4.3,0.43,-3.8699999999999997
2026-03-01,A,A,GOL,Under 2.5,1.4,68.7,62.5,5,1,-12.5,True,False,-1.0,-5.0,-1.0,4.0
2026-03-01,A+S,A+S,GOL,Over 2.5,1.55,56.0,61.32,4,1,-4.95,True,False,-1.0,-4.0,-1.0,3.0
2026-03-01,C,C,SEGNO,2,5.0,77.0,57.89,9,10,189.45,False,True,32.0,288.0,320.0,32.0
2026-03-01,A+S,A+S,GOL,Over 2.5,1.6,51.8,61.32,3,1,-1.89,True,True,0.6,1.7999999999999998,0.6,-1.1999999999999997
2026-03-01,C,C,SEGNO,2,2.01,40.0,42.86,3,1,-13.85,True,True,1.01,3.0300000000000002,1.01,-2.0200000000000005
2026-03-01,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.44,48.0,57.61,4,1,-17.04,True,True,0.44,1.76,0.44,-1.32
2026-03-01,C,C,SEGNO,2,1.8,51.0,60.55,7,3,8.99,False,False,-1.0,-7.0,-3.0,4.0
2026-03-01,C,C,GOL,Goal,2.5,58.0,44.83,2,2,12.08,False,False,-3.0,-6.0,-6.0,0.0
2026-03-01,A+S,A+S,GOL,Over 2.5,1.38,57.1,61.32,3,1,-15.38,True,True,0.38,1.1400000000000001,0.38,-0.7600000000000001
2026-03-01,C_screm,C-derivati,DOPPIA_CHANCE,X2,2.28,77.0,51.11,9,3,16.53,False,True,1.28,11.52,3.84,-7.68
2026-03-02,A+S,A+S,GOL,Over 2.5,1.38,60.4,66.38,6,1,-8.4,True,True,0.38,2.2800000000000002,0.38,-1.9000000000000004
2026-03-02,C,C,SEGNO,2,1.62,86.0,67.35,10,4,9.11,False,True,4.34,43.4,17.36,-26.04
2026-03-02,C,C,SEGNO,2,1.75,65.0,60.61,6,2,6.07,False,True,1.5,9.0,3.0,-6.0
2026-03-02,C_screm,C-derivati,DOPPIA_CHANCE,1X,1.52,43.0,57.61,1,1,-12.43,True,True,0.52,0.52,0.52,0.0
2026-03-02,C,C,SEGNO,2,1.85,70.0,57.89,9,2,7.1,False,True,3.4,30.599999999999998,6.8,-23.799999999999997
2026-03-02,C_screm,C-derivati,GOL,Over 1.5,1.55,51.0,70.13,9,4,8.7,False,False,-1.0,-9.0,-4.0,5.0
2026-03-03,C,C,SEGNO,1,1.9,61.0,60.61,8,4,15.16,False,False,-2.0,-16.0,-8.0,8.0
2026-03-03,C,C,GOL,Goal,1.8,62.0,55.32,2,1,-0.42,True,False,-2.0,-4.0,-2.0,2.0
2026-03-03,MC_hw_mc_conv,C-derivati,GOL,Over 1.5,1.45,75.0,55.0,1,1,-20.25,True,True,0.45,0.45,0.45,0.0
2026-03-03,C,C,GOL,Goal,1.95,70.0,69.86,7,10,36.23,False,False,-4.0,-28.0,-40.0,-12.0
2026-03-03,A+S,A+S,GOL,Over 2.5,1.55,62.1,66.38,6,1,2.89,False,False,-1.0,-6.0,-1.0,5.0
2026-03-03,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.54,51.0,70.77,7,4,8.99,False,False,-1.0,-7.0,-4.0,3.0
2026-03-03,C_screm,C-derivati,DOPPIA_CHANCE,1X,1.57,40.0,57.61,3,1,-9.55,True,True,0.57,1.71,0.57,-1.1400000000000001
2026-03-03,C_screm,C-derivati,DOPPIA_CHANCE,1X,1.43,62.0,63.64,8,1,-8.99,True,True,0.43,3.44,0.43,-3.01
2026-03-03,A+S,A+S,GOL,Over 2.5,1.55,61.6,66.38,6,1,2.89,False,True,0.55,3.3000000000000003,0.55,-2.75
2026-03-03,C_screm,C-derivati,DOPPIA_CHANCE,1X,1.45,61.0,63.64,8,1,-7.72,True,False,-1.0,-8.0,-1.0,7.0
2026-03-03,A,A,GOL,Under 2.5,1.55,70.2,84.56,8,10,31.07,False,True,2.2,17.6,22.0,4.399999999999999
2026-03-03,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.8,51.0,70.77,7,9,27.39,False,False,-1.0,-7.0,-9.0,-2.0
2026-03-03,C,C,SEGNO,1,1.7,65.0,60.61,6,1,3.04,False,False,-2.0,-12.0,-2.0,10.0
2026-03-03,C,C,SEGNO,2,4.5,51.0,60.55,7,10,172.47,False,False,-4.0,-28.0,-40.0,-12.0
2026-03-03,C,C,SEGNO,1,1.6,64.0,60.61,6,1,-3.02,True,False,-1.0,-6.0,-1.0,5.0
2026-03-03,C,C,SEGNO,1,1.62,55.0,60.55,2,1,-1.91,True,True,0.62,1.24,0.62,-0.62
2026-03-03,C_screm,C-derivati,GOL,Over 1.5,1.48,43.0,63.5,10,1,-6.03,True,True,0.48,4.8,0.48,-4.32
2026-03-03,C,C,GOL,Goal,1.8,70.0,69.86,7,8,25.75,False,True,3.2,22.400000000000002,25.6,3.1999999999999993
2026-03-03,C_mc_conv,C-derivati,GOL,Over 1.5,1.43,57.0,70.13,2,1,0.29,False,True,0.43,0.86,0.43,-0.43
2026-03-03,C,C,GOL,Goal,1.8,84.0,61.08,10,3,9.94,False,False,-7.0,-70.0,-21.0,49.0
2026-03-03,C_screm,C-derivati,GOL,Over 2.5,1.6,69.0,64.81,7,2,3.7,False,True,0.6,4.2,1.2,-3.0
2026-03-03,C_screm,C-derivati,GOL,Over 1.5,1.35,59.0,70.13,2,1,-5.32,True,True,0.35,0.7,0.35,-0.35
2026-03-04,C_screm,C-derivati,DOPPIA_CHANCE,1X,1.46,52.0,70.77,7,2,3.32,False,True,0.46,3.22,0.92,-2.3000000000000003
2026-03-04,C_screm,C-derivati,GOL,Over 1.5,1.4,82.0,70.81,4,1,-0.87,True,False,-1.0,-4.0,-1.0,3.0
2026-03-04,C,C,GOL,Goal,1.5,76.0,69.86,5,2,4.79,False,True,1.5,7.5,3.0,-4.5
2026-03-04,A,A,GOL,Under 2.5,1.65,63.3,62.5,6,1,3.12,False,True,1.3,7.800000000000001,1.3,-6.500000000000001
2026-03-04,C,C,GOL,Goal,1.8,62.0,55.32,2,1,-0.42,True,False,-1.0,-2.0,-1.0,1.0
2026-03-04,C_screm,C-derivati,GOL,Over 1.5,1.4,53.0,70.13,9,1,-1.82,True,True,0.4,3.6,0.4,-3.2
2026-03-04,C_screm,C-derivati,GOL,Over 1.5,1.4,53.0,70.13,9,1,-1.82,True,True,0.4,3.6,0.4,-3.2
2026-03-04,A+S_mg,A+S,GOL,MG 1-2,1.58,55.5,61.32,4,1,-3.11,True,False,-1.0,-4.0,-1.0,3.0
2026-03-04,C,C,SEGNO,1,2.0,74.0,57.89,8,4,15.78,False,False,-5.0,-40.0,-20.0,20.0
2026-03-04,A,A,GOL,Under 2.5,1.5,71.9,84.56,4,10,26.85,False,True,2.0,8.0,20.0,12.0
2026-03-04,A_mg,Altro,GOL,MG 2-3,1.87,47.0,40.48,6,1,-24.31,True,True,0.87,5.22,0.87,-4.35
2026-03-04,C_screm,C-derivati,GOL,Over 2.5,1.57,92.0,70.81,3,5,11.17,False,True,0.57,1.71,2.8499999999999996,1.1399999999999997
2026-03-04,C,C,GOL,Goal,1.43,70.0,69.86,7,1,-0.1,True,True,0.43,3.01,0.43,-2.5799999999999996
2026-03-04,C,C,SEGNO,2,4.0,40.0,42.86,3,6,71.44,False,False,-2.0,-6.0,-12.0,-6.0
2026-03-04,A,A,GOL,Under 2.5,1.5,51.2,63.16,3,1,-5.26,True,False,-1.0,-3.0,-1.0,2.0
2026-03-04,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.75,40.0,57.61,3,1,0.82,False,False,-1.0,-3.0,-1.0,2.0
2026-03-04,A+S,A+S,GOL,Over 2.5,1.5,57.0,61.32,3,1,-8.02,True,True,0.5,1.5,0.5,-1.0
2026-03-04,C_screm,C-derivati,GOL,Over 1.5,1.47,67.0,64.81,3,1,-4.73,True,True,0.47,1.41,0.47,-0.94
2026-03-04,C,C,GOL,Goal,1.7,63.0,55.32,4,1,-5.96,True,True,0.7,2.8,0.7,-2.0999999999999996
2026-03-04,A+S,A+S,GOL,Over 2.5,1.63,55.9,61.32,7,1,-0.05,True,False,-1.0,-7.0,-1.0,6.0
2026-03-05,MC_xdraw,C-derivati,SEGNO,X,3.25,70.0,42.11,2,4,36.86,False,False,-4.0,-8.0,-16.0,-8.0
2026-03-05,C,C,SEGNO,1,1.95,56.0,60.55,2,5,18.07,False,False,-1.0,-2.0,-5.0,-3.0
2026-03-05,C,C,SEGNO,1,2.0,80.0,67.35,1,9,34.7,False,True,7.0,7.0,63.0,56.0
2026-03-05,A,A,GOL,Under 2.5,1.45,64.7,62.5,5,1,-9.38,True,True,0.45,2.25,0.45,-1.8
2026-03-05,C_hw,C-derivati,SEGNO,1,3.1,75.0,42.11,4,4,30.54,False,True,10.5,42.0,42.0,0.0
2026-03-05,C,C,SEGNO,2,5.0,42.0,42.86,1,7,114.3,False,False,-2.0,-2.0,-14.0,-12.0
2026-03-05,C_screm,C-derivati,DOPPIA_CHANCE,X2,2.02,42.0,57.61,1,4,16.37,False,False,-1.0,-1.0,-4.0,-3.0
2026-03-05,C_screm,C-derivati,GOL,Over 1.5,1.4,76.0,55.0,5,1,-23.0,True,True,0.4,2.0,0.4,-1.6
2026-03-05,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.59,59.0,70.77,10,5,12.52,False,True,0.59,5.8999999999999995,2.9499999999999997,-2.9499999999999997
2026-03-05,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.47,63.0,63.64,6,1,-6.45,True,True,0.47,2.82,0.47,-2.3499999999999996
2026-03-05,C_mg,C-derivati,GOL,MG 1-2,1.62,54.5,70.13,2,5,13.61,False,True,0.62,1.24,3.1,1.86
2026-03-06,C_hw,C-derivati,SEGNO,1,3.4,75.0,42.11,7,4,43.17,False,False,-5.0,-35.0,-20.0,15.0
2026-03-06,C_screm,C-derivati,DOPPIA_CHANCE,X2,1.66,58.0,70.77,10,7,17.48,False,True,0.66,6.6000000000000005,4.62,-1.9800000000000004
2026-03-06,A+S,A+S,GOL,Over 2.5,1.5,61.7,66.38,6,1,-0.43,True,False,-1.0,-6.0,-1.0,5.0
2026-03-06,C,C,GOL,Over 3.5,1.63,73.0,69.86,6,6,13.87,False,True,1.89,11.34,11.34,0.0
2026-03-06,C_mg,C-derivati,GOL,MG 3-5,1.61,54.5,70.13,4,5,12.91,False,True,0.61,2.44,3.05,0.6099999999999999
2026-03-06,A,A,GOL,Under 2.5,1.6,66.4,62.5,4,1,0.0,True,True,1.8,7.2,1.8,-5.4
2026-03-06,C,C,SEGNO,2,1.95,68.0,60.61,9,5,18.19,False,False,-4.0,-36.0,-20.0,16.0
2026-03-06,C,C,SEGNO,1,1.5,67.0,60.61,9,1,-9.09,True,True,0.5,4.5,0.5,-4.0
2026-03-06,A+S,A+S,GOL,Over 1.5,1.35,53.5,61.32,4,1,-17.22,True,True,0.35,1.4,0.35,-1.0499999999999998
2026-03-06,A,A,GOL,Under 2.5,1.6,60.1,62.5,6,1,0.0,True,False,-1.0,-6.0,-1.0,5.0
2026-03-06,A,A,GOL,Under 2.5,1.6,58.4,63.16,6,1,1.06,False,False,-1.0,-6.0,-1.0,5.0
2026-03-06,C,C,SEGNO,2,1.83,45.0,42.86,5,1,-21.57,True,True,0.83,4.1499999999999995,0.83,-3.3199999999999994
2026-03-06,C,C,GOL,Goal,1.5,72.0,69.86,6,2,4.79,False,True,1.0,6.0,2.0,-4.0
2026-03-07,C,C,SEGNO,1,1.55,70.0,57.89,9,1,-10.27,True,True,1.1,9.9,1.1,-8.8
2026-03-07,C,C,GOL,Goal,1.73,74.0,69.86,6,7,20.86,False,True,2.92,17.52,20.439999999999998,2.919999999999998
2026-03-07,A,A,GOL,Under 2.5,1.35,64.2,62.5,5,1,-15.62,True,True,0.0,0.0,0.0,0.0
2026-03-07,C_screm,C-derivati,GOL,Goal,1.5,81.0,70.81,4,3,6.22,False,True,0.5,2.0,1.5,-0.5
2026-03-07,A+S,A+S,GOL,Over 2.5,1.6,65.9,66.38,5,3,6.21,False,True,1.2,6.0,3.5999999999999996,-2.4000000000000004
2026-03-07,C,C,GOL,Goal,1.47,69.0,55.32,7,1,-18.68,True,False,-1.0,-7.0,-1.0,6.0
2026-03-07,A+S,A+S,DOPPIA_CHANCE,X2,1.39,63.1,60.2,9,1,-16.32,True,True,0.39,3.5100000000000002,0.39,-3.12
2026-03-07,A+S,A+S,GOL,Over 2.5,1.53,57.2,61.32,3,1,-6.18,True,True,0.53,1.59,0.53,-1.06
2026-03-07,C,C,SEGNO,2,1.96,62.0,60.61,8,5,18.8,False,False,-3.0,-24.0,-15.0,9.0
2026-03-07,A+S,A+S,GOL,Over 2.5,1.6,56.7,61.32,3,1,-1.89,True,False,-1.0,-3.0,-1.0,2.0
2026-03-07,MC_xdraw,C-derivati,SEGNO,X,3.5,70.0,42.11,2,5,47.38,False,True,10.0,20.0,50.0,30.0
2026-03-07,A_mg,Altro,GOL,MG 3-5,1.92,61.6,71.66,4,10,37.59,False,True,0.92,3.68,9.200000000000001,5.520000000000001
2026-03-07,C_screm,C-derivati,GOL,Over 2.5,1.6,61.0,64.81,2,2,3.7,False,True,0.6,1.2,1.2,0.0
2026-03-07,C_screm,C-derivati,GOL,Over 1.5,1.4,64.0,64.81,4,1,-9.27,True,True,0.4,1.6,0.4,-1.2000000000000002
2026-03-07,C,C,GOL,Goal,1.95,58.0,44.83,2,1,-12.58,True,True,0.95,1.9,0.95,-0.95
2026-03-07,A+S,A+S,GOL,Over 2.5,1.4,59.8,61.32,7,1,-14.15,True,True,0.4,2.8000000000000003,0.4,-2.4000000000000004
2026-03-07,A+S,A+S,GOL,Over 2.5,1.57,72.7,70.21,8,4,10.23,False,True,3.42,27.36,13.68,-13.68
2026-03-07,A+S,A+S,GOL,Over 2.5,1.57,61.5,66.38,3,2,4.22,False,True,0.57,1.71,1.14,-0.5700000000000001
2026-03-07,C_screm,C-derivati,GOL,Over 1.5,1.35,40.0,63.5,5,1,-14.28,True,True,0.35,1.75,0.35,-1.4
2026-03-07,C,C,SEGNO,1,1.5,79.0,57.89,1,1,-13.17,True,False,-4.0,-4.0,-4.0,0.0
2026-03-07,A+S,A+S,GOL,Over 2.5,1.63,54.6,61.32,3,1,-0.05,True,False,-1.0,-3.0,-1.0,2.0
2026-03-07,C_xdraw,C-derivati,SEGNO,X,3.4,70.0,42.11,5,4,43.17,False,False,-4.0,-20.0,-16.0,4.0
2026-03-07,C_screm,C-derivati,DOPPIA_CHANCE,1X,1.4,47.0,57.61,5,1,-19.35,True,True,0.4,2.0,0.4,-1.6
2026-03-07,C_screm,C-derivati,DOPPIA_CHANCE,X2,2.05,49.0,57.61,4,4,18.1,False,True,1.05,4.2,4.2,0.0
2026-03-07,C,C,SEGNO,2,4.75,49.0,42.86,4,7,103.58,False,False,-3.0,-12.0,-21.0,-9.0
2026-03-07,A+S,A+S,GOL,Over 2.5,1.4,64.8,66.38,7,1,-7.07,True,True,0.4,2.8000000000000003,0.4,-2.4000000000000004
2026-03-07,A+S,A+S,DOPPIA_CHANCE,X2,1.4,54.9,84.17,6,10,17.84,False,True,0.4,2.4000000000000004,4.0,1.5999999999999996
2026-03-07,C_screm,C-derivati,GOL,Over 2.5,1.6,69.0,64.81,7,2,3.7,False,True,0.6,4.2,1.2,-3.0
2026-03-07,C_screm,C-derivati,DOPPIA_CHANCE,X2,2.44,57.0,70.77,10,10,72.68,False,True,1.44,14.399999999999999,14.399999999999999,0.0
2026-03-07,C_mg,C-derivati,GOL,MG 2-3,1.88,46.7,63.5,4,6,19.37,False,False,-1.0,-4.0,-6.0,-2.0
2026-03-07,C,C,GOL,Goal,1.75,70.0,69.86,7,7,22.26,False,True,2.25,15.75,15.75,0.0
2026-03-07,A+S,A+S,DOPPIA_CHANCE,X2,1.43,53.2,84.17,6,10,20.36,False,True,0.43,2.58,4.3,1.7199999999999998
2026-03-07,C,C,SEGNO,1,1.73,74.0,57.89,8,1,0.15,False,False,-4.0,-32.0,-4.0,28.0
2026-03-07,A,A,GOL,Under 2.5,1.55,57.5,63.16,6,1,-2.1,True,False,-1.0,-6.0,-1.0,5.0
2026-03-07,C,C,SEGNO,2,1.62,59.0,60.55,10,1,-1.91,True,True,0.62,6.2,0.62,-5.58
2026-03-07,C,C,GOL,Goal,1.7,71.0,69.86,7,7,18.76,False,False,-3.0,-21.0,-21.0,0.0
2026-03-07,C,C,SEGNO,2,1.9,70.0,57.89,9,3,9.99,False,True,3.6,32.4,10.8,-21.599999999999998
2026-03-07,A+S,A+S,GOL,Over 2.5,1.6,53.8,61.32,4,1,-1.89,True,False,-1.0,-4.0,-1.0,3.0
2026-03-07,A+S,A+S,GOL,Over 2.5,1.53,54.8,61.32,3,1,-6.18,True,False,-1.0,-3.0,-1.0,2.0
